"GCAM_region_ID","year","capital_1975USD","region"
4,2000,6136033764.25026,"Africa_Southern"
4,2001,6270603410.97111,"Africa_Southern"
4,2002,6354424334.98791,"Africa_Southern"
4,2003,6507810923.83498,"Africa_Southern"
4,2004,6689708031.05511,"Africa_Southern"
4,2005,7372820051.27366,"Africa_Southern"
4,2006,7451509081.98331,"Africa_Southern"
4,2007,7460632447.86269,"Africa_Southern"
4,2008,7531053428.24415,"Africa_Southern"
4,2009,7579806414.66208,"Africa_Southern"
4,2010,7657355024.63681,"Africa_Southern"
4,2011,7747163157.51195,"Africa_Southern"
4,2012,7903685903.38006,"Africa_Southern"
4,2013,8082161748.39542,"Africa_Southern"
4,2014,8338756413.75298,"Africa_Southern"
4,2015,8332198994.52717,"Africa_Southern"
4,2016,8452798487.24522,"Africa_Southern"
4,2017,8685444317.1694,"Africa_Southern"
4,2018,8841111747.48632,"Africa_Southern"
4,2019,8984804760.08655,"Africa_Southern"
5,1961,8103544637.17522,"Africa_Western"
5,1962,8439968753.97734,"Africa_Western"
5,1963,8763278032.32786,"Africa_Western"
5,1964,9275326942.30804,"Africa_Western"
5,1965,9648244522.62768,"Africa_Western"
5,1966,9992081374.2068,"Africa_Western"
5,1967,10436560355.6428,"Africa_Western"
5,1968,10948039055.2555,"Africa_Western"
5,1969,11549040782.5597,"Africa_Western"
5,1970,12143770195.8217,"Africa_Western"
5,1971,12487036837.0334,"Africa_Western"
5,1972,12939498763.6139,"Africa_Western"
5,1973,13184119011.2547,"Africa_Western"
5,1974,13758891061.6557,"Africa_Western"
5,1975,13988400734.5588,"Africa_Western"
5,1976,14376428889.6162,"Africa_Western"
5,1977,14767022991.3271,"Africa_Western"
5,1978,15160753250.0591,"Africa_Western"
5,1979,15536806987.3998,"Africa_Western"
5,1980,15961043500.7909,"Africa_Western"
5,1981,16341373815.8876,"Africa_Western"
5,1982,16800963372.0613,"Africa_Western"
5,1983,17142519382.1706,"Africa_Western"
5,1984,17437603247.3318,"Africa_Western"
5,1985,17984149884.5434,"Africa_Western"
5,1986,18541530518.7367,"Africa_Western"
5,1987,19239182903.3255,"Africa_Western"
5,1988,19863563255.6956,"Africa_Western"
5,1989,20604836733.3952,"Africa_Western"
5,1990,21020805196.4581,"Africa_Western"
5,1991,21144255741.0135,"Africa_Western"
5,1992,21347535737.0134,"Africa_Western"
5,1993,21735848997.2545,"Africa_Western"
5,1994,22084247531.7733,"Africa_Western"
5,1995,22293514736.6316,"Africa_Western"
5,1996,22925022718.5949,"Africa_Western"
5,1997,23770359588.3562,"Africa_Western"
5,1998,24562666893.9435,"Africa_Western"
5,1999,25234089601.6291,"Africa_Western"
5,2000,25799453180.9669,"Africa_Western"
5,2001,26429820742.1953,"Africa_Western"
5,2002,28507382216.0403,"Africa_Western"
5,2003,30674466717.5767,"Africa_Western"
5,2004,31804053455.5174,"Africa_Western"
5,2005,32976405971.0177,"Africa_Western"
5,2006,34771428207.7856,"Africa_Western"
5,2007,36784270804.9237,"Africa_Western"
5,2008,39079082428.7714,"Africa_Western"
5,2009,41383872734.0497,"Africa_Western"
5,2010,44301354079.1651,"Africa_Western"
5,2011,46786615965.7448,"Africa_Western"
5,2012,49746007772.8686,"Africa_Western"
5,2013,52682591165.2939,"Africa_Western"
5,2014,55608910771.1049,"Africa_Western"
5,2015,58725395534.4643,"Africa_Western"
5,2016,61523132702.4128,"Africa_Western"
5,2017,64184304487.3543,"Africa_Western"
5,2018,66668425953.1991,"Africa_Western"
5,2019,69993892816.233,"Africa_Western"
6,1961,20135838706.1583,"Australia_NZ"
6,1962,20702342706.231,"Australia_NZ"
6,1963,21204698039.9644,"Australia_NZ"
6,1964,21876690958.0174,"Australia_NZ"
6,1965,22176336506.1183,"Australia_NZ"
6,1966,21909192948.9627,"Australia_NZ"
6,1967,22585747549.9555,"Australia_NZ"
6,1968,22999150066.3648,"Australia_NZ"
6,1969,23775491481.6633,"Australia_NZ"
6,1970,24328310432.917,"Australia_NZ"
6,1971,24849482708.7765,"Australia_NZ"
6,1972,25293961690.2125,"Australia_NZ"
6,1973,25001443771.7049,"Australia_NZ"
6,1974,25509216103.9292,"Australia_NZ"
6,1975,26109362515.6821,"Australia_NZ"
6,1976,26106226358.6611,"Australia_NZ"
6,1977,25155970781.2869,"Australia_NZ"
6,1978,24404718622.1568,"Australia_NZ"
6,1979,23840495463.5539,"Australia_NZ"
6,1980,23801436053.3828,"Australia_NZ"
6,1981,23509488345.2426,"Australia_NZ"
6,1982,23482688457.972,"Australia_NZ"
6,1983,22564649766.3594,"Australia_NZ"
6,1984,22630509063.8012,"Australia_NZ"
6,1985,23059307260.132,"Australia_NZ"
6,1986,23147404761.9048,"Australia_NZ"
6,1987,22747687294.3144,"Australia_NZ"
6,1988,22837780532.3733,"Australia_NZ"
6,1989,23110341088.0198,"Australia_NZ"
6,1990,23522888288.878,"Australia_NZ"
6,1991,23335574183.167,"Australia_NZ"
6,1992,22908486617.9385,"Australia_NZ"
6,1993,22626232486.0452,"Australia_NZ"
6,1994,22952107711.0493,"Australia_NZ"
6,1995,22570066764.8503,"Australia_NZ"
6,1996,23678270614.0112,"Australia_NZ"
6,1997,23343272023.1277,"Australia_NZ"
6,1998,23832512518.4094,"Australia_NZ"
6,1999,24407569673.9941,"Australia_NZ"
6,2000,23638926098.6563,"Australia_NZ"
6,2001,23373208067.4194,"Australia_NZ"
6,2002,23909490918.0167,"Australia_NZ"
6,2003,24976924725.9041,"Australia_NZ"
6,2004,26240510900.1982,"Australia_NZ"
6,2005,27536313960.2538,"Australia_NZ"
6,2006,29439676166.8394,"Australia_NZ"
6,2007,30507680185.0943,"Australia_NZ"
6,2008,32328646993.5817,"Australia_NZ"
6,2009,32477471899.4891,"Australia_NZ"
6,2010,32245111174.7486,"Australia_NZ"
6,2011,33050818423.9713,"Australia_NZ"
6,2012,34290455762.832,"Australia_NZ"
6,2013,34804500409.0984,"Australia_NZ"
6,2014,35217617820.324,"Australia_NZ"
6,2015,34273919662.1757,"Australia_NZ"
6,2016,33829440680.7397,"Australia_NZ"
6,2017,36137367143.039,"Australia_NZ"
6,2018,35919546782.6688,"Australia_NZ"
6,2019,36572437653.4119,"Australia_NZ"
7,1961,15606372652.23,"Brazil"
7,1962,16704882925.1441,"Brazil"
7,1963,17917720376.7341,"Brazil"
7,1964,19026779541.4462,"Brazil"
7,1965,20219659630.1751,"Brazil"
7,1966,21311897589.0471,"Brazil"
7,1967,22356237877.0523,"Brazil"
7,1968,23461590674.3759,"Brazil"
7,1969,24559815842.1062,"Brazil"
7,1970,25630385807.0147,"Brazil"
7,1971,27240659884.7252,"Brazil"
7,1972,29086715949.3809,"Brazil"
7,1973,30618015891.198,"Brazil"
7,1974,32555305614.6475,"Brazil"
7,1975,37661539455.2628,"Brazil"
7,1976,40523710394.7345,"Brazil"
7,1977,42415953499.1545,"Brazil"
7,1978,44932862061.1284,"Brazil"
7,1979,48080708394.6981,"Brazil"
7,1980,52671186957.9447,"Brazil"
7,1981,54404056264.6594,"Brazil"
7,1982,56012619711.2675,"Brazil"
7,1983,57241993263.5139,"Brazil"
7,1984,59195248877.2523,"Brazil"
7,1985,60661829942.3626,"Brazil"
7,1986,62115581274.205,"Brazil"
7,1987,63442175694.1035,"Brazil"
7,1988,64781884952.4537,"Brazil"
7,1989,66347682621.5022,"Brazil"
7,1990,67589600801.8328,"Brazil"
7,1991,69080986017.9276,"Brazil"
7,1992,70224828015.0548,"Brazil"
7,1993,71106373243.1499,"Brazil"
7,1994,72353708421.9713,"Brazil"
7,1995,73615013754.7955,"Brazil"
7,1996,71885850815.4694,"Brazil"
7,1997,70416418698.5218,"Brazil"
7,1998,69091534909.7256,"Brazil"
7,1999,67660021782.2142,"Brazil"
7,2000,66354525145.9117,"Brazil"
7,2001,65207832096.9472,"Brazil"
7,2002,64330278341.4244,"Brazil"
7,2003,63831344269.8958,"Brazil"
7,2004,63290499736.3588,"Brazil"
7,2005,62300329433.2624,"Brazil"
7,2006,61334963281.1506,"Brazil"
7,2007,60700889352.5337,"Brazil"
7,2008,60385848124.5114,"Brazil"
7,2009,60034028327.7878,"Brazil"
7,2010,59770020927.6532,"Brazil"
7,2011,59905730995.109,"Brazil"
7,2012,59957620138.548,"Brazil"
7,2013,60395256595.5745,"Brazil"
7,2014,60611081219.6585,"Brazil"
7,2015,60473660521.1004,"Brazil"
7,2016,60760476335.9334,"Brazil"
7,2017,60680931989.6725,"Brazil"
7,2018,60364465235.7316,"Brazil"
7,2019,60469098838.1607,"Brazil"
8,1961,7846664866.63394,"Canada"
8,1962,7960421834.94245,"Canada"
8,1963,8095561692.03076,"Canada"
8,1964,8241250440.91711,"Canada"
8,1965,8383803032.78241,"Canada"
8,1966,8516376943.21715,"Canada"
8,1967,8492428107.78378,"Canada"
8,1968,8476177112.31113,"Canada"
8,1969,8457075065.00118,"Canada"
8,1970,8466483536.06429,"Canada"
8,1971,8481023900.43455,"Canada"
8,1972,8594495763.55934,"Canada"
8,1973,8732771777.66868,"Canada"
8,1974,8763278032.32786,"Canada"
8,1975,8876179685.08518,"Canada"
8,1976,8975111183.83971,"Canada"
8,1977,9093144729.90418,"Canada"
8,1978,9208612329.31508,"Canada"
8,1979,9206331487.84523,"Canada"
8,1980,9218591010.74565,"Canada"
8,1981,9219731431.48057,"Canada"
8,1982,9387943489.88163,"Canada"
8,1983,9547602392.77078,"Canada"
8,1984,9707546400.84365,"Canada"
8,1985,9869201040.01891,"Canada"
8,1986,10023728049.6009,"Canada"
8,1987,10185382688.7762,"Canada"
8,1988,10356730904.1983,"Canada"
8,1989,10528364224.8041,"Canada"
8,1990,10282603556.4283,"Canada"
8,1991,10075332087.8561,"Canada"
8,1992,10031996099.9291,"Canada"
8,1993,9945324124.07498,"Canada"
8,1994,9864924462.26295,"Canada"
8,1995,9800205585.5561,"Canada"
8,1996,9939336915.21664,"Canada"
8,1997,9937911389.29799,"Canada"
8,1998,9903413662.06658,"Canada"
8,1999,10104127711.4129,"Canada"
8,2000,10104697921.7804,"Canada"
8,2001,10169701903.671,"Canada"
8,2002,9960434698.81271,"Canada"
8,2003,9893434980.63601,"Canada"
8,2004,9905979608.72016,"Canada"
8,2005,9933919916.72576,"Canada"
8,2006,9911111502.02731,"Canada"
8,2007,10174548691.7944,"Canada"
8,2008,10384101001.8364,"Canada"
8,2009,10245539882.5433,"Canada"
8,2010,10473338924.3441,"Canada"
8,2011,10649819033.0733,"Canada"
8,2012,10967426207.7492,"Canada"
8,2013,11161867943.0535,"Canada"
8,2014,11345475681.376,"Canada"
8,2015,11185246568.1194,"Canada"
8,2016,10914966853.9428,"Canada"
8,2017,11884894688.9943,"Canada"
8,2018,12370713922.0713,"Canada"
8,2019,11982115556.6465,"Canada"
9,1961,4108935907.9256,"Central America and Caribbean"
9,1962,4365815678.46688,"Central America and Caribbean"
9,1963,4585061564.75572,"Central America and Caribbean"
9,1964,4796324505.90011,"Central America and Caribbean"
9,1965,5014715076.63776,"Central America and Caribbean"
9,1966,5177795241.73167,"Central America and Caribbean"
9,1967,5347432826.05138,"Central America and Caribbean"
9,1968,5594048809.97836,"Central America and Caribbean"
9,1969,5903673039.50981,"Central America and Caribbean"
9,1970,6164259177.43959,"Central America and Caribbean"
9,1971,6443377152.31186,"Central America and Caribbean"
9,1972,6622138102.51095,"Central America and Caribbean"
9,1973,6768111956.58103,"Central America and Caribbean"
9,1974,6877592347.13358,"Central America and Caribbean"
9,1975,7049795878.10687,"Central America and Caribbean"
9,1976,7018719413.08024,"Central America and Caribbean"
9,1977,7427275141.36621,"Central America and Caribbean"
9,1978,7635687030.67328,"Central America and Caribbean"
9,1979,7818154348.26088,"Central America and Caribbean"
9,1980,8005468453.97189,"Central America and Caribbean"
9,1981,7990928089.60163,"Central America and Caribbean"
9,1982,7991783405.15282,"Central America and Caribbean"
9,1983,8244386597.93814,"Central America and Caribbean"
9,1984,8307109738.35888,"Central America and Caribbean"
9,1985,8368407352.86096,"Central America and Caribbean"
9,1986,8414594392.62532,"Central America and Caribbean"
9,1987,8447096383.57061,"Central America and Caribbean"
9,1988,8543747040.85529,"Central America and Caribbean"
9,1989,8645814696.63085,"Central America and Caribbean"
9,1990,8735907934.68972,"Central America and Caribbean"
9,1991,8747312142.03895,"Central America and Caribbean"
9,1992,8959715503.91825,"Central America and Caribbean"
9,1993,9004762122.94769,"Central America and Caribbean"
9,1994,8944034718.81307,"Central America and Caribbean"
9,1995,8780384343.3517,"Central America and Caribbean"
9,1996,8945745349.91545,"Central America and Caribbean"
9,1997,9168982708.77652,"Central America and Caribbean"
9,1998,9426432689.68527,"Central America and Caribbean"
9,1999,9610895743.55897,"Central America and Caribbean"
9,2000,9785665221.18584,"Central America and Caribbean"
9,2001,9819877843.23351,"Central America and Caribbean"
9,2002,9860932989.69072,"Central America and Caribbean"
9,2003,9885166930.30782,"Central America and Caribbean"
9,2004,9926507181.94876,"Central America and Caribbean"
9,2005,9991796269.02307,"Central America and Caribbean"
9,2006,10080178875.9796,"Central America and Caribbean"
9,2007,10218454890.0889,"Central America and Caribbean"
9,2008,10358441535.3006,"Central America and Caribbean"
9,2009,10481606974.6723,"Central America and Caribbean"
9,2010,10628436144.2935,"Central America and Caribbean"
9,2011,10802065201.1855,"Central America and Caribbean"
9,2012,10952315633.0115,"Central America and Caribbean"
9,2013,11102851170.0213,"Central America and Caribbean"
9,2014,11341199103.6201,"Central America and Caribbean"
9,2015,11615755395.5526,"Central America and Caribbean"
9,2016,11924524309.5329,"Central America and Caribbean"
9,2017,12258667584.8652,"Central America and Caribbean"
9,2018,12595091701.6673,"Central America and Caribbean"
9,2019,12826026900.4891,"Central America and Caribbean"
10,1961,4969383352.42459,"Central Asia"
10,1962,5234531173.29406,"Central Asia"
10,1963,5477155684.64881,"Central Asia"
10,1964,5461189794.3599,"Central Asia"
10,1965,5533606511.02747,"Central Asia"
10,1966,5847222213.13115,"Central Asia"
10,1967,6067893625.33864,"Central Asia"
10,1968,6213012163.85752,"Central Asia"
10,1969,6380939117.07486,"Central Asia"
10,1970,6468181303.29642,"Central Asia"
10,1971,6747299278.16869,"Central Asia"
10,1972,6933187857.96105,"Central Asia"
10,1973,7051221404.02553,"Central Asia"
10,1974,7231122774.95954,"Central Asia"
10,1975,7434402770.95947,"Central Asia"
10,1976,7487147229.94963,"Central Asia"
10,1977,7563840524.37317,"Central Asia"
10,1978,7731482372.40677,"Central Asia"
10,1979,7882873224.96773,"Central Asia"
10,1980,8007464190.258,"Central Asia"
10,1981,8185654930.08964,"Central Asia"
10,1982,8352726567.75578,"Central Asia"
10,1983,8487866424.84409,"Central Asia"
10,1984,8697133629.70236,"Central Asia"
10,1985,8797775759.55927,"Central Asia"
10,1986,8834554328.26051,"Central Asia"
10,1987,9064919316.71485,"Central Asia"
10,1988,8800341706.21284,"Central Asia"
10,1989,8868196739.94073,"Central Asia"
10,1990,8860784005.16373,"Central Asia"
10,1991,8844533009.69109,"Central Asia"
10,1992,8756150402.73459,"Central Asia"
10,1993,8479883479.69963,"Central Asia"
10,1994,8236118547.60996,"Central Asia"
10,1995,7671610283.82334,"Central Asia"
10,1996,7499121647.66632,"Central Asia"
10,1997,7569827733.23151,"Central Asia"
10,1998,7680163439.33526,"Central Asia"
10,1999,7879451962.76296,"Central Asia"
10,2000,7979523882.2524,"Central Asia"
10,2001,8229846233.56788,"Central Asia"
10,2002,8051655493.73625,"Central Asia"
10,2003,7974391988.94525,"Central Asia"
10,2004,7962702676.4123,"Central Asia"
10,2005,8310816105.74738,"Central Asia"
10,2006,8711673994.07262,"Central Asia"
10,2007,9020157802.86914,"Central Asia"
10,2008,9203195330.8242,"Central Asia"
10,2009,9614031900.58001,"Central Asia"
10,2010,9793933271.51403,"Central Asia"
10,2011,10019166366.6612,"Central Asia"
10,2012,10298569446.7172,"Central Asia"
10,2013,10739627165.9485,"Central Asia"
10,2014,11273914280.2596,"Central Asia"
10,2015,11737495309.0056,"Central Asia"
10,2016,11978409189.258,"Central Asia"
10,2017,12301718467.6085,"Central Asia"
10,2018,12878486254.2955,"Central Asia"
10,2019,13342352388.2252,"Central Asia"
11,1961,14613921507.6638,"China"
11,1962,14696316905.7619,"China"
11,1963,16092476990.4907,"China"
11,1964,18209953190.058,"China"
11,1965,19027064646.6299,"China"
11,1966,20406403525.5186,"China"
11,1967,21890376006.8365,"China"
11,1968,22546688139.7844,"China"
11,1969,22814116802.1237,"China"
11,1970,22986035227.9132,"China"
11,1971,25779780923.2895,"China"
11,1972,29013443917.1621,"China"
11,1973,31528071637.6661,"China"
11,1974,33511263295.6963,"China"
11,1975,35776994190.8035,"China"
11,1976,37848853560.9738,"China"
11,1977,39371885452.4628,"China"
11,1978,40866406825.5787,"China"
11,1979,42847887852.5064,"China"
11,1980,45172350415.4621,"China"
11,1981,45762803250.9682,"China"
11,1982,46638076165.0212,"China"
11,1983,48781211831.1242,"China"
11,1984,50104955199.1854,"China"
11,1985,52338754313.7148,"China"
11,1986,56076483272.4231,"China"
11,1987,59251414598.4472,"China"
11,1988,61021632684.2306,"China"
11,1989,63928565137.548,"China"
11,1990,65405409989.2725,"China"
11,1991,67740991654.3937,"China"
11,1992,69279704330.9878,"China"
11,1993,72057484136.0752,"China"
11,1994,75500984545.1735,"China"
11,1995,80579278077.7832,"China"
11,1996,88376049537.2643,"China"
11,1997,95813303360.0611,"China"
11,1998,103890048109.966,"China"
11,1999,111456454580.992,"China"
11,2000,118354289396.171,"China"
11,2001,125791828324.151,"China"
11,2002,133747118265.787,"China"
11,2003,142502983563.337,"China"
11,2004,153584166739.395,"China"
11,2005,164346602320.042,"China"
11,2006,175157505781.923,"China"
11,2007,186969413543.883,"China"
11,2008,199914899516.355,"China"
11,2009,215352204794.633,"China"
11,2010,232270631502.391,"China"
11,2011,250042663130.239,"China"
11,2012,268981915380.28,"China"
11,2013,288908486881.58,"China"
11,2014,308702769577.629,"China"
11,2015,328562341360.752,"China"
11,2016,348276794605.356,"China"
11,2017,365364288687.067,"China"
11,2018,380912214776.632,"China"
11,2019,399213971835.852,"China"
12,1961,17408807623.775,"EU-12"
12,1962,18154072574.0468,"EU-12"
12,1963,17987571146.7481,"EU-12"
12,1964,18643027964.1448,"EU-12"
12,1965,19576177230.4951,"EU-12"
12,1966,19655151366.3885,"EU-12"
12,1967,20300344397.1709,"EU-12"
12,1968,20895929125.9841,"EU-12"
12,1969,20377322796.7781,"EU-12"
