LUC emissions by region
scenario,region,LandLeaf,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"sen,date=2023-27-11T18:27:22+16:00",Africa_Eastern,All LandLeaf,16.983329791413425,19.787241864221638,21.688096735258608,97.63071165941761,91.97252099741414,89.39182645428282,85.21522660354997,149.15345842957115,105.30538345806664,213.4021820704356,159.2303744219106,148.35173503404664,155.85705836335953,146.64355594308452,130.87722621116254,124.24840080093418,105.88106583762074,90.31336652146858,75.71248215829705,62.11216649671347,52.858508493241686,44.26649630677804,36.90696925397622,30.569254539145774,24.628150786390414,MtC/yr,
"sen,date=2023-27-11T18:27:22+16:00",Africa_Northern,All LandLeaf,-9.55287074739043,-7.4754053842024515,-6.9276747484817225,3.1822758782945826,7.838561729660952,8.734381389365875,4.153208359266356,10.277704667627031,7.5703154967650095,10.02455288808241,10.34862386363756,9.583225991642454,7.676901461498054,7.111374390487742,6.639387136266543,6.966928575072451,5.828392580349289,4.760605954889985,3.5226426926888075,2.6839308096224275,1.9291860297671812,1.2602155209402273,0.748416680668679,0.3719429673417744,-0.015595638673992199,MtC/yr,
"sen,date=2023-27-11T18:27:22+16:00",Africa_Southern,All LandLeaf,-3.3644459979249888,6.090605302001652,13.374314213431559,15.217868171625819,15.19435131038187,15.132156870442182,121.72765161081695,189.6615829251027,24.033291532617632,83.41838077795282,66.90934925247554,67.02835595766244,85.36703029476352,93.86093474372586,95.53565225480213,102.68282656682963,95.30694285943747,89.25194967664461,80.54331050521085,68.99198338067687,58.88860724667652,47.38585986526933,36.30707358192505,24.72447926146357,25.424680889054915,MtC/yr,
"sen,date=2023-27-11T18:27:22+16:00",Africa_Western,All LandLeaf,27.717033883276216,38.346059813801496,46.34362353588929,111.67997120085055,108.85801261490961,106.4462224055974,194.97427603527547,300.40143428909226,98.00251213661525,314.05595237509453,355.8538044272643,308.69665695975044,334.0176638200222,327.35301736135074,318.75342637489035,371.50623673793785,349.5722212708385,338.9896736349854,315.17433224610255,291.56655815214714,259.4446336716127,227.6249903279187,191.32772942774207,163.1811745267748,133.41857747090077,MtC/yr,
"sen,date=2023-27-11T18:27:22+16:00",Argentina,All LandLeaf,-9.336188579033086,-30.931532217637557,-40.905163763142156,20.563503219789098,31.933193310425413,37.201589404924654,32.41874080951614,55.294666265388415,8.69845164801581,12.34489550072771,14.947161045698753,15.243152832581162,15.379091916196,17.24133613820585,15.77178709958769,15.328326281899468,12.5267914812793,10.822161503148445,8.01625219442631,6.21367471727939,4.895451698581672,3.816588216888109,2.59245635235004,1.7259995004809743,0.5184259745900982,MtC/yr,
"sen,date=2023-27-11T18:27:22+16:00",Australia_NZ,All LandLeaf,0.7893266169251844,0.943727183622651,1.936151891677334,24.793190022438914,17.632143082542807,14.094768089671183,-0.05644110612563948,17.682582156393785,-5.660356297764125,10.13465436203027,7.331426407307469,10.402547466666269,13.560931404920332,16.78543709453888,17.44348981825939,16.91787103251093,15.629705973840494,14.489586200671885,12.212874657821432,10.288510074855477,9.102899082041464,7.223652335542665,5.940345400999474,4.354007720494922,2.3920574143261013,MtC/yr,
"sen,date=2023-27-11T18:27:22+16:00",Brazil,All LandLeaf,208.80525810136044,213.8189582372352,218.55691444529813,149.32650319052885,159.20202958166226,166.04961069457636,175.2401588545979,509.3876522728334,12.106625021827016,138.4754087964445,122.59243670602216,107.8744123402471,113.40067377721378,125.62776159364644,118.38580799423185,101.41897310315676,76.6109393581215,61.43356184288745,40.323449088944145,16.8658873000363,6.740342960252936,-1.3562560052264694,-3.2177618749451504,-6.701625636338092,-12.881295264218817,MtC/yr,
"sen,date=2023-27-11T18:27:22+16:00",Canada,All LandLeaf,61.32759254665252,69.0416219816851,75.2585809936306,71.64101194256082,73.2908603696722,74.62211062234725,-72.01229586379175,-45.97039087435736,-29.350574764370016,28.100726346503333,40.29760215337764,61.21788094902686,73.23863509436183,92.40072805422774,102.29971331860348,101.52514205643234,94.00075970785272,85.94369661633316,69.28412130191934,58.70409353892179,48.22548890947838,38.85913105003475,29.139305066753593,21.04331809724797,10.906514140278091,MtC/yr,
"sen,date=2023-27-11T18:27:22+16:00",Central America and Caribbean,All LandLeaf,21.83925319934519,21.107177509404966,21.05492648067001,13.99841648711701,14.301262517379755,14.534677730689314,12.988569111918064,10.987495520403437,6.7122609521699585,21.50611642542209,13.297295946372268,13.127408392326098,15.56105975922035,15.614030193596745,14.131523727413091,13.666621581376855,11.267725973754123,9.81109539657114,7.885155032163776,5.988724037695056,4.316527328824455,2.8157716725148383,1.704946208770519,0.6534897716676566,-0.2763268419538887,MtC/yr,
"sen,date=2023-27-11T18:27:22+16:00",Central Asia,All LandLeaf,32.88065238429297,22.739533338007682,14.096148607643437,3.572126788310242,-10.840612968426122,-18.860507297356197,83.76624910347059,-10.24118527873155,-24.303133872858005,-7.299699169804252,-1.2404564165833534,1.4855032367387746,3.8644740083509737,5.101082643578723,4.486677001411259,4.469398866799773,3.6014506657244376,3.0551647213484237,2.124287328614102,1.5474542248228622,1.0676417058190353,0.5479123893711761,0.004111994000109658,-0.556813398555723,-1.0188785228070922,MtC/yr,
